Airline,Departure,Arrival,Duration,Price,No. Transit,Layover Time,Layover Place Code,Layover Place,Website
Norwegian Air International Ltd,06:00,09:00,4h 00m,$110.54,Direct,0h,-,-,Booking
"SAS, operated by Jettime A/S",07:00,13:15,7h 15m,$130.88,1 stop,['2h 35m'],['CPH'],['Copenhagen Apt'],Booking
Ryanair,22:50,10:25,12h 35m,$119.24,1 stop,['7h 15m'],"['STN', 'LTN']","['London Stansted Apt', 'London Luton Apt']",Booking
Ryanair,23:20,22:50,25h 30m,$77.36,1 stop,['19h 35m'],NaN,NaN,Booking
Norwegian Air International Ltd,06:15,18:35,13h 20m,$127.70,1 stop,['2h 35m'],['CPH'],['Copenhagen Apt'],Booking
Ryanair,22:50,11:15,13h 25m,$135.90,1 stop,['8h 10m'],"['STN', 'LGW']","['London Stansted Apt', 'London Gatwick Apt']",Booking
Ryanair,21:05,08:50,12h 45m,$144.16,1 stop,['8h 00m'],NaN,NaN,Booking
Ryanair,21:05,19:10,23h 05m,$93.67,1 stop,['18h 15m'],NaN,NaN,Booking
Finnair,07:45,10:50,4h 05m,$389.48,Direct,0h,-,-,Booking
Air Baltic,21:20,09:50,13h 30m,$153.20,1 stop,['8h 40m'],NaN,NaN,Booking
Ryanair,22:50,12:35,14h 45m,$148.40,1 stop,['9h 35m'],"['STN', 'LGW']","['London Stansted Apt', 'London Gatwick Apt']",Booking
Lufthansa,13:40,18:20,5h 40m,$307.05,1 stop,['1h 00m'],['FRA'],['Frankfurt International Apt'],Booking
Ryanair,22:50,21:15,23h 25m,$108.24,1 stop,['8h 40m'],NaN,NaN,Booking
Ryanair,22:50,19:40,21h 50m,$119.24,1 stop,['16h 30m'],['STN'],['London Stansted Apt'],Booking
Ryanair,22:50,20:55,23h 05m,$115.11,1 stop,['17h 35m'],['STN'],['London Stansted Apt'],Booking
Ryanair,23:20,14:25,16h 05m,$139.79,2 stops,"['5h 55m', '3h 10m']",['MAD'],['Madrid Barajas Apt'],Booking
Ryanair,21:05,21:20,25h 15m,$100.29,2 stops,"['17h 45m', '1h 15m']",NaN,NaN,Booking
Ryanair,22:50,17:25,19h 35m,$138.67,1 stop,['14h 20m'],"['STN', 'LGW']","['London Stansted Apt', 'London Gatwick Apt']",Booking
Ryanair,23:20,23:50,25h 30m,$103.93,2 stops,"['5h 40m', '13h 45m']",['CRL'],['Brussels South Charleroi Airport'],Booking
Ryanair,22:50,14:25,16h 35m,$147.17,2 stops,"['6h 10m', '3h 30m']","['STN', 'MAD']","['London Stansted Apt', 'Madrid Barajas Apt']",Booking
Ryanair,22:50,14:00,16h 10m,$150.37,2 stops,"['8h 15m', '1h 30m']",['STN'],['London Stansted Apt'],Booking
Air Baltic,05:25,20:40,16h 15m,$150.81,2 stops,['10h 05m'],['CPH'],['Copenhagen Apt'],Booking
Ryanair,22:50,21:20,23h 30m,$114.43,2 stops,"['6h 55m', '10h 00m']",['STN'],['London Stansted Apt'],Booking
Ryanair,22:50,21:20,23h 30m,$116.80,2 stops,"['5h 40m', '13h 45m']",['CRL'],['Brussels South Charleroi Airport'],Booking
Ryanair,23:20,20:55,22h 35m,$123.90,2 stops,"['13h 30m', '3h 30m']",['TSF'],['Venice Treviso Apt'],Booking
Ryanair,21:05,20:55,24h 50m,$116.46,2 stops,"['9h 35m', '9h 45m']",['TSF'],['Venice Treviso Apt'],Booking
Ryanair,21:05,17:30,21h 25m,$144.24,1 stop,['16h 35m'],NaN,NaN,Booking
Ryanair,23:20,15:35,17h 15m,$153.68,2 stops,"['5h 55m', '4h 20m']",['MAD'],['Madrid Barajas Apt'],Booking
Air Baltic,05:25,12:40,8h 15m,$269.76,2 stops,"['1h 25m', '1h 20m']",['FRA'],['Frankfurt International Apt'],Booking
KLM,07:00,16:05,10h 05m,$261.25,1 stop,['5h 00m'],NaN,NaN,Booking
Ryanair,22:50,15:35,17h 45m,$161.06,2 stops,"['6h 10m', '4h 40m']","['STN', 'MAD']","['London Stansted Apt', 'Madrid Barajas Apt']",Booking
Ryanair,23:20,20:30,22h 10m,$138.78,2 stops,"['11h 05m', '5h 00m']",['CGN'],['Cologne/Bonn K.A.Apt'],Booking
Ryanair,23:20,19:25,21h 05m,$144.15,2 stops,"['11h 05m', '3h 55m']",['CGN'],['Cologne/Bonn K.A.Apt'],Booking
Ryanair,23:20,23:45,25h 25m,$125.38,2 stops,"['11h 05m', '8h 10m']",['CGN'],['Cologne/Bonn K.A.Apt'],Booking
Ryanair,21:05,23:50,27h 45m,$124.23,2 stops,"['8h 15m', '13h 10m']",['CRL'],['Brussels South Charleroi Airport'],Booking
Air Baltic,05:25,13:15,8h 50m,$296.36,2 stops,['2h 40m'],['CPH'],['Copenhagen Apt'],Booking
"Lufthansa, operated by Lufthansa Cityline Gmbh",12:50,20:15,8h 25m,$340.16,1 stop,['3h 40m'],['MUC'],['Munich International Airport'],Booking
Air Baltic,09:00,09:50,25h 50m,$153.20,1 stop,['21h 00m'],NaN,NaN,Booking
Ryanair,22:50,21:20,23h 30m,$150.70,2 stops,"['6h 10m', '10h 45m']",['STN'],['London Stansted Apt'],Booking
Ryanair,21:05,21:55,25h 50m,$144.27,2 stops,['2h 40m'],['CPH'],['Copenhagen Apt'],Booking
"Lufthansa, operated by Lufthansa Cityline Gmbh",06:10,13:00,7h 50m,$408.32,1 stop,['3h 05m'],['MUC'],['Munich International Airport'],Booking
KLM,07:00,15:45,9h 45m,$352.50,1 stop,['3h 40m'],['MUC'],['Munich International Airport'],Booking
"SAS, operated by Regional Jet",11:25,18:45,8h 20m,$410.50,1 stop,['3h 20m'],['ARN'],['Stockholm Arlanda Apt'],Booking
Lufthansa,06:40,18:20,12h 40m,$307.05,1 stop,['8h 00m'],['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Xfly For Scandinavian Airlines",17:30,08:50,16h 20m,$257.49,2 stops,"['2h 25m', '8h 15m']",['ARN'],['Stockholm Arlanda Apt'],Booking
"Lufthansa, operated by Lufthansa Cityline Gmbh",06:10,20:15,15h 05m,$303.62,1 stop,['10h 20m'],['MUC'],['Munich International Airport'],Booking
KLM,13:55,22:45,9h 50m,$380.52,2 stops,"['1h 20m', '3h 10m']",['BCN'],['Barcelona Apt'],Booking
Lufthansa,13:40,20:15,7h 35m,$468.68,2 stops,['1h 00m'],"['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
KLM,18:10,09:10,16h 00m,$300.50,1 stop,['11h 05m'],NaN,NaN,Booking
"Austrian Airlines, operated by Jettime A/S",07:00,19:10,13h 10m,$323.01,2 stops,"['2h 10m', '5h 15m']",['CPH'],['Copenhagen Apt'],Booking
Lufthansa,06:40,15:15,9h 35m,$463.87,1 stop,['4h 50m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,13:00,7h 20m,$524.56,2 stops,"['2h 10m', '5h 15m']",['CPH'],['Copenhagen Apt'],Booking
Finnair,08:00,21:20,14h 20m,$352.90,1 stop,"['1h 20m', '3h 10m']",['BCN'],['Barcelona Apt'],Booking
"Swiss, operated by Jettime A/S",07:00,14:20,8h 20m,$483.95,2 stops,['1h 00m'],"['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
KLM,13:55,23:05,10h 10m,$424.68,2 stops,"['1h 30m', '2h 15m']",['MAD'],['Madrid Barajas Apt'],Booking
"Swiss, operated by City Jet For Sas Scandinavian Airlines",11:15,19:20,9h 05m,$483.95,2 stops,['4h 50m'],['FRA'],['Frankfurt International Apt'],Booking
"Finnair, operated by Iberia For Finnair",16:40,08:35,16h 55m,$336.00,1 stop,['11h 05m'],['MAD'],['Madrid Barajas Apt'],Booking
"Lufthansa, operated by Regional Jet For Sas Scandinavian Airlines",11:25,18:20,7h 55m,$545.46,2 stops,['1h 30m'],"['ARN', 'FRA']","['Stockholm Arlanda Apt', 'Frankfurt International Apt']",Booking
KLM,13:55,09:10,20h 15m,$300.50,1 stop,['11h 05m'],['MAD'],['Madrid Barajas Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,17:05,11h 25m,$422.64,2 stops,"['1h 05m', '3h 55m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,17:05,11h 25m,$422.64,2 stops,"['1h 55m', '3h 00m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,17:05,11h 25m,$422.64,2 stops,"['3h 30m', '1h 30m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,17:05,11h 25m,$422.64,2 stops,['4h 35m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,19:40,10:55,16h 15m,$360.68,1 stop,['11h 30m'],['MUC'],['Munich International Airport'],Booking
"SAS, operated by City Jet",11:15,11:10,24h 55m,$269.47,1 stop,"['3h 30m', '1h 30m']",['FRA'],['Frankfurt International Apt'],Booking
"Lufthansa, operated by Lufth Cityline",06:10,18:20,13h 10m,$406.92,2 stops,['11h 30m'],['MUC'],['Munich International Airport'],Booking
"Lufthansa, operated by Lufth Cityline",06:10,18:20,13h 10m,$406.92,2 stops,"['2h 15m', '5h 15m']","['MUC', 'FRA']","['Munich International Airport', 'Frankfurt International Apt']",Booking
"Lufthansa, operated by Lufth Cityline",06:10,18:20,13h 10m,$406.92,2 stops,"['1h 15m', '6h 15m']","['MUC', 'FRA']","['Munich International Airport', 'Frankfurt International Apt']",Booking
"Lufthansa, operated by Lufth Cityline",06:10,18:20,13h 10m,$406.92,2 stops,"['6h 15m', '1h 15m']","['MUC', 'FRA']","['Munich International Airport', 'Frankfurt International Apt']",Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",12:50,08:50,21h 00m,$295.01,2 stops,"['7h 10m', '7h 45m']",['MUC'],['Munich International Airport'],Booking
"Lufthansa, operated by Regional Jet For Sas Scandinavian Airlines",11:25,20:15,9h 50m,$523.42,2 stops,['3h 25m'],"['ARN', 'MUC']","['Stockholm Arlanda Apt', 'Munich International Airport']",Booking
"Austrian Airlines, operated by Lufthansa",06:40,19:10,13h 30m,$422.64,2 stops,"['1h 05m', '6h 00m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,19:10,13h 30m,$422.64,2 stops,"['1h 55m', '5h 05m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,19:10,13h 30m,$422.64,2 stops,"['1h 05m', '6h 00m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,19:10,13h 30m,$422.64,2 stops,"['1h 55m', '5h 05m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",06:40,19:10,13h 30m,$422.64,2 stops,"['5h 25m', '1h 35m']",['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,18:10,09:15,16h 05m,$410.37,1 stop,['11h 20m'],['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",06:10,17:05,11h 55m,$466.84,2 stops,"['3h 55m', '2h 05m']",['MUC'],['Munich International Airport'],Booking
"British Airways, operated by Finnair",08:00,21:20,14h 20m,$453.24,1 stop,['8h 15m'],"['LHR', 'LGW']","['London Heathrow Apt', 'London Gatwick Apt']",Booking
KLM,07:00,15:55,9h 55m,$542.61,2 stops,['11h 20m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,12:25,6h 45m,$818.45,1 stop,['2h 05m'],['FRA'],['Frankfurt International Apt'],Booking
KLM,07:00,16:15,10h 15m,$541.97,2 stops,"['1h 45m', '2h 55m']",['BCN'],['Barcelona Apt'],Booking
"Air Europa, operated by KLM",07:00,15:55,9h 55m,$561.10,2 stops,['2h 30m'],['MAD'],['Madrid Barajas Apt'],Booking
"SAS, operated by Regional Jet",17:30,09:50,17h 20m,$411.89,1 stop,['12h 35m'],['ARN'],['Stockholm Arlanda Apt'],Booking
"Lufthansa, operated by Cityjet For Scandinavian Airlines",11:15,20:15,10h 00m,$565.29,2 stops,['3h 40m'],"['CPH', 'MUC']","['Copenhagen Apt', 'Munich International Airport']",Booking
"Swiss, operated by Jettime A/S",07:00,14:05,8h 05m,$668.35,2 stops,['2h 30m'],['MAD'],['Madrid Barajas Apt'],Booking
Air France,06:20,23:05,17h 45m,$379.53,2 stops,"['8h 35m', '2h 25m']","['CDG', 'MAD']","['Paris Charles De Gaulle Apt', 'Madrid Barajas Apt']",Booking
Air France,17:45,11:30,18h 45m,$404.21,1 stop,['13h 35m'],['CDG'],['Paris Charles De Gaulle Apt'],Booking
Lufthansa,13:40,09:15,20h 35m,$381.16,1 stop,['15h 50m'],['FRA'],['Frankfurt International Apt'],Booking
